aspect_ratio,red_dist,yellow_dist,blue_dist,red_pct,yellow_pct,blue_pct,image_id,label
1.5382293762575452,0.38734477063707007,0.3365930742428438,0.44538315769552494,4.640860203733848,3.5479719388930047,0.9753090156373163,mondriaan1 (1).JPG,mondriaan1
1.532219570405728,0.3888454113601126,0.33277023220380236,0.445044942206555,4.34780184239288,3.546680644465758,0.9723120617997161,mondriaan1 (10).JPG,mondriaan1
1.4665924276169264,0.38937785292893173,0.3400543367349317,0.4456932984554918,4.377651847605326,3.4650526860499924,0.9452372859285716,mondriaan1 (100).JPG,mondriaan1
1.4649610678531702,0.38930179223274286,0.34064442890983326,0.4457267933986273,4.376920952412323,3.454948255169205,0.9305876858029212,mondriaan1 (101).JPG,mondriaan1
1.5340501792114696,0.3883531393021258,0.33326712378457746,0.4451222872671262,4.369558987185356,3.5648752963595696,0.9593303483364783,mondriaan1 (11).JPG,mondriaan1
1.529201430274136,0.38887013545143073,0.33412460073111083,0.44459026650528344,4.343031686944986,3.5381541139890214,0.962713098862265,mondriaan1 (12).JPG,mondriaan1
1.529201430274136,0.38899522168470757,0.33390297914643496,0.4448182508766391,4.335599761063583,3.544099654694144,0.9679154469792473,mondriaan1 (13).JPG,mondriaan1
1.5274725274725274,0.38936691674574014,0.33466935722213564,0.4445182372305593,4.3603224767384345,3.55589472659453,0.9612362784370632,mondriaan1 (131).jpg,mondriaan1
1.529832935560859,0.38907449181019454,0.3348719289795327,0.44479271259924424,4.356446334225684,3.5193555713588927,0.9664754131931387,mondriaan1 (132).jpg,mondriaan1
1.516548463356974,0.3890059367958147,0.33412541124939366,0.4447657765913813,4.344869902655014,3.5469284644256867,0.9672771227305978,mondriaan1 (133).jpg,mondriaan1
1.3709327548806942,0.3901745852347777,0.34294257413194085,0.443897657171242,4.473368983223043,3.4389672972898766,0.897453938878058,mondriaan1 (134).jpg,mondriaan1
1.5328554360812425,0.3889294044188723,0.33428344890430045,0.444654989705049,4.3491257329791,3.539065679211004,0.9631510674932092,mondriaan1 (135).jpg,mondriaan1
1.448471121177803,0.3847347610203197,0.34079670345224744,0.4450615084072982,4.54904870647634,3.3998992346972656,0.9219405378458716,mondriaan1 (136).jpg,mondriaan1
1.474108170310702,0.3888740780788129,0.3357581215205783,0.4443587109564721,4.360535362817994,3.5559100925359486,0.966951703619062,mondriaan1 (137).jpg,mondriaan1
1.4552661381653453,0.3891647543388114,0.33996066340335285,0.44499728204927336,4.375338759358572,3.4205110804605803,0.9072361202303784,mondriaan1 (138).jpg,mondriaan1
1.5280095351609058,0.3891323260706416,0.33394440727649805,0.44478767854969786,4.33210177036402,3.544075016874334,0.9664391343234182,mondriaan1 (14).JPG,mondriaan1
1.5035545023696681,0.38836856383736235,0.3387329451754792,0.44550314547733827,4.454378751041048,3.377197405129239,0.8970753550767667,mondriaan1 (140).jpg,mondriaan1
1.5316606929510155,0.38780294125511544,0.33427202264230566,0.4448403575129635,4.412721311719852,3.5027781039556998,0.981422769455581,mondriaan1 (141).jpg,mondriaan1
1.476510067114094,0.38978291821914895,0.3381290443667873,0.444200299516246,4.350637244932547,3.542471696834113,0.9558673988204189,mondriaan1 (142).jpg,mondriaan1
1.4809843400447427,0.3896384277849871,0.3381314464866577,0.4444079752291349,4.354812546888623,3.5407246700054746,0.9572882661854458,mondriaan1 (143).jpg,mondriaan1
1.504739336492891,0.38790738549089687,0.33835163325606343,0.44529334939501464,4.371384856513789,3.4146546255177816,0.9057916930999739,mondriaan1 (144).jpg,mondriaan1
1.4694783573806882,0.37738189017236684,0.34030073327791693,0.445682122374296,4.686467872219857,3.4536986429982126,0.9591558221646979,mondriaan1 (145).jpg,mondriaan1
1.4677777777777778,0.37630072636503176,0.3375080792311375,0.4444846697666117,4.5940785600134575,3.5276305828917485,0.9693834637059466,mondriaan1 (146).jpg,mondriaan1
1.529832935560859,0.38682596662188123,0.3342807485781157,0.4447287448698261,4.450552723779595,3.5087441683824867,0.9849057446784745,mondriaan1 (147).jpg,mondriaan1
1.508313539192399,0.38777971419178914,0.33832319794226673,0.44541119535430795,4.3569865524529146,3.4144425533506646,0.9022387640974807,mondriaan1 (148).jpg,mondriaan1
1.4733333333333334,0.38948576418688574,0.3401756290358716,0.4461055379542423,4.38034188034188,3.4640522875816995,0.9467906820847997,mondriaan1 (149).jpg,mondriaan1
1.5285714285714285,0.37802588798363546,0.3354216182256193,0.4447952163776679,4.573968995697967,3.5463951935914553,0.9711096276516837,mondriaan1 (15).JPG,mondriaan1
1.481564245810056,0.3896267420608988,0.3380313167816848,0.44467077662219023,4.3627661636205834,3.5376694726021047,0.9672472340891664,mondriaan1 (150).jpg,mondriaan1
1.508313539192399,0.3877800002218869,0.338882880648529,0.44578239967113403,4.40645631885088,3.391624740494137,0.8981240765331886,mondriaan1 (151).jpg,mondriaan1
1.5316606929510155,0.3889331654799269,0.33460581274789497,0.4447555269703223,4.353263736284219,3.5210440675691546,0.9670709409021523,mondriaan1 (152).jpg,mondriaan1
